seller,product_category,rating,text,date
BestBuy,Clothing,4.0,"I have seven cats, no dogs. I sometimes get these purebites that are marketed to dogs because the bags are so much bigger. The pieces in the ""dog"" ones are bigger & sometimes harder than the ones for cats. I do  have to break up the big pieces and eliminate the really hard ones, but it is such a good value that it seems worth the extra work.

edit 4/8/16- when I got towards the bottom of the bag some of the pieces were VERY hard and not usable for cats. Probably just fine for most dogs since they love chewing on even harder things like bones... but I think I will stick to the cat version for my cats in the future.",2025-05-27
Amazon,Home_Kitchen,5.0,"Skeletons at the Feast is a book I want to read again. This is a book that is a keeper. The people, the places, the words, the stories, the stories of the people and the people of the land are one thing. But it is also a book that is a great read. I will be reading the next one in the series. I love this book. I can't wait to read the next one. I loved this book. It was very well written and I was so excited to get to the end. I just couldn't get into it and am glad I did. I love the way the author takes the time to explain the book and the characters, the stories and the twists and turns. I also like the way the author describes the people, the language, the people of the book. I especially loved the way she describes the people of the book. It was very easy to relate to as a reader. I also liked the way the author describes the characters and the scenes. I am always interested in this author and this book is a keeper. I would have liked this book more if it had more of a mystery element to it. It was a bit of a mystery and not very exciting, but it was good enough.",2025-03-04
MicroCenter,Books,5.0,Another great story in the series. The characters are well developed and the story is well told. The story is well written and the characters are well developed.I love this book.  The characters are well developed and the story is well written.  This book is a great series,2025-07-24
Target,Beauty,4.0,A refreshing read.  At first I thought the writing was good but as the story progressed I realized the author had not had a grasp of how to develop the characters.  The writing was very difficult to follow and the dialogue was quite a bit choppy.  The story was short and the story was fast paced but I found it difficult to keep reading the story.  I really enjoyed this series.This book was very good. I love the characters. I loved the way the story went about getting to know them. I would recommend this book to anyone who enjoys a great romance.I enjoyed this book and am looking forward to reading more from this author.This was a very good book. I enjoyed it and was looking forward to reading more about the family.I like how it was a good start to a series.  I look forward to reading more.This was a really good story. ,2025-04-21
Newegg,Sports,5.0,"Great and fun looking sculpt. Comes nicely off his base, but some of the yellow speed bolts are a little fragile, word of warning. Otherwise a very fun interpretation of the Flash",2025-06-04
Lowes,Beauty,4.0,"I love how it comes with the handle and wheels to cart around behind my son.  The only thing that I did not like was that it comes apart very easily and my 2 year old is constantly pulling the front and back apart.  But it is durable, and he has yet to break it.
For the price it is a great deal if you have a little boy who loves his cars and trucks like mine.",2025-06-17
Amazon,Automotive,3.0,"I sue these dogs beds as a liner for my dog's cots.  This is what I was looking for to place on top of the dog cots so they are not laying on the rougher mesh surface of the cot.  They fit the large cots well.  They are a too thin to use alone as a dog bed.  They fit well in a large wire kennel but they are still a little to thin for comfort for my older dogs.  I have not washed them but I tumble them in the dryer to freshen, fluff and remove dog hair.",2025-07-05
Lowes,Electronics,3.0,"Not a lot of variety, but I thought it would be a nice addition to the kitchen.",2025-07-28
BestBuy,Clothing,4.0,use these on a line i ran to a sunken destroyer in my tank.. brought the thing to life.. price was fair and shipping qiuck!! good deal.,2025-04-12
Walmart,Home_Kitchen,5.0,"These work as good as a standard 3/4"" thick saw. The dimensions are just right.",2025-05-10
Amazon,Electronics,5.0,"THE BEST ACTION SERIES I HAVE EVER SEEN!!!!!!!!!!!!

The story is very well",2025-02-20
Lowes,Clothing,5.0,"Excellent on size, function and design.  A big plus that it is able to read 4tb portable hard drive.",2025-08-12
